id,customer_id,amount,order_date
4819,27366,348.5,2026-02-14
4830,47578,345.96,2026-02-16
4902,30031,493.48,2026-02-16
4950,26779,866.3,2026-02-12
5104,7742,208.52,2026-02-14
5113,23177,833.43,2026-02-15
5120,40827,796.97,2026-02-16
5124,402,971.81,2026-02-18
5133,13987,46.71,2026-02-17
5327,42658,245.23,2026-02-15
5383,32250,705.75,2026-02-16
5394,13454,402.4,2026-02-16
5478,11580,903.34,2026-02-15
5511,30856,464.56,2026-02-12
5543,42062,917.85,2026-02-18
5599,12929,632.54,2026-02-12
5608,8841,739.3,2026-02-17
5616,34074,790.56,2026-02-17
5662,18882,914.81,2026-02-13
5679,47188,330.94,2026-02-14
5696,21795,433.18,2026-02-13
5710,20690,614.08,2026-02-18
5807,48363,715.35,2026-02-16
6016,41973,260.53,2026-02-18
6161,28969,340.47,2026-02-16
6209,49743,799.17,2026-02-13
6571,36664,927.57,2026-02-14
6615,30022,254.46,2026-02-15
6638,6073,140.93,2026-02-13
6683,32239,265.28,2026-02-16
6739,37897,676.64,2026-02-15
6775,44465,789.08,2026-02-18
6840,1347,668.3,2026-02-13
6867,29115,183.08,2026-02-12
6962,27297,885.01,2026-02-16
7051,25741,670.99,2026-02-17
7061,49379,102.76,2026-02-18
7140,11211,672.47,2026-02-17
7144,40538,525.02,2026-02-12
7159,18983,667.84,2026-02-15
7227,8450,616.56,2026-02-14
7341,37988,383.59,2026-02-18
7378,48559,462.08,2026-02-12
7384,10907,11.46,2026-02-13
7389,15017,429.75,2026-02-14
7391,1304,210.1,2026-02-16
7427,13582,855.68,2026-02-16
7452,44877,311.64,2026-02-14
7534,23402,415.45,2026-02-16
7706,9096,37.62,2026-02-14
7900,38709,566.95,2026-02-13
7942,9683,72.25,2026-02-15
7986,1149,693.53,2026-02-13
8023,30889,239.08,2026-02-14
8056,14110,678.72,2026-02-16
8115,47569,772.99,2026-02-13
8139,47268,703.72,2026-02-15
8173,26579,876.15,2026-02-13
8209,30696,408.74,2026-02-17
8381,42737,563.93,2026-02-16
8413,670,990.64,2026-02-17
8421,46467,289.9,2026-02-12
8527,124,11.99,2026-02-15
8535,10693,830.14,2026-02-12
8651,45483,722.19,2026-02-18
8652,28253,492.13,2026-02-12
8722,48260,155.48,2026-02-17
8731,28986,197.36,2026-02-15
8782,33153,227.75,2026-02-12
8961,15600,670.8,2026-02-14
9103,41547,426.46,2026-02-17
9115,48872,352.51,2026-02-12
9125,15319,720.4,2026-02-17
9183,48456,817.59,2026-02-14
9251,36599,894.0,2026-02-15
9431,30429,92.73,2026-02-12
9558,19646,184.11,2026-02-12
9623,26064,632.12,2026-02-12
9790,44284,194.26,2026-02-15
9970,26501,358.19,2026-02-18
10018,40617,292.58,2026-02-14
10028,15629,506.37,2026-02-17
10065,10006,170.05,2026-02-13
10090,24140,980.31,2026-02-18
10106,36771,352.93,2026-02-12
10116,20541,143.8,2026-02-18
10130,17453,876.19,2026-02-15
10254,28200,279.06,2026-02-15
10275,1940,875.0,2026-02-15
10303,30779,787.14,2026-02-18
10314,46474,406.51,2026-02-16
10346,49881,878.02,2026-02-15
10366,46551,832.92,2026-02-14
10407,4544,106.44,2026-02-16
10418,26165,466.36,2026-02-17
10503,49321,521.64,2026-02-15
10593,48897,706.55,2026-02-16
10622,32901,66.38,2026-02-12
10625,12276,513.65,2026-02-18
10650,26866,570.87,2026-02-14
10763,23628,219.66,2026-02-12
10847,30186,77.26,2026-02-18
10891,23346,309.33,2026-02-12
10921,31646,824.78,2026-02-14
11018,13271,336.22,2026-02-12
11072,9048,524.02,2026-02-16
11173,16308,546.46,2026-02-12
11182,34478,494.62,2026-02-12
11191,6241,732.21,2026-02-17
11196,16899,80.11,2026-02-16
11224,3435,819.31,2026-02-16
11285,5551,133.65,2026-02-14
11293,16996,663.9,2026-02-15
11307,31234,731.07,2026-02-17
11359,9747,221.81,2026-02-17
11437,35916,762.06,2026-02-15
11463,10068,379.35,2026-02-16
11473,41758,564.54,2026-02-13
11480,47975,601.4,2026-02-16
11482,16575,61.63,2026-02-14
11525,25240,853.22,2026-02-18
11534,42120,239.09,2026-02-17
11554,8989,139.23,2026-02-15
11567,47550,688.15,2026-02-15
11599,26490,653.94,2026-02-17
11651,44982,745.08,2026-02-15
11673,32641,371.76,2026-02-12
11769,1195,292.6,2026-02-14
11785,19114,554.77,2026-02-17
11787,7994,777.61,2026-02-16
11815,5882,861.14,2026-02-12
11817,32602,908.59,2026-02-18
11978,21775,458.44,2026-02-16
11992,21913,540.75,2026-02-15
12051,16119,396.68,2026-02-12
12092,25707,106.93,2026-02-13
12203,11047,195.05,2026-02-15
12243,15148,138.5,2026-02-16
12265,36044,419.14,2026-02-14
12312,39185,611.2,2026-02-16
12344,48740,556.76,2026-02-17
12396,12343,346.49,2026-02-16
12397,31258,873.91,2026-02-17
12414,14697,712.23,2026-02-13
12480,6812,616.18,2026-02-13
12493,13042,540.47,2026-02-14
12538,30544,955.2,2026-02-13
12609,46719,604.61,2026-02-16
12679,5120,774.36,2026-02-18
12719,9337,824.3,2026-02-18
12729,36711,41.8,2026-02-15
12810,35721,370.45,2026-02-16
12854,26149,880.1,2026-02-13
12916,22269,162.12,2026-02-16
12947,16258,549.91,2026-02-17
12956,22968,269.18,2026-02-17
12958,42872,417.48,2026-02-14
13021,26682,41.93,2026-02-15
13047,47524,229.39,2026-02-14
13071,18246,514.65,2026-02-14
13176,8813,140.19,2026-02-18
13242,44433,868.19,2026-02-12
13256,12408,295.63,2026-02-15
13270,14930,571.47,2026-02-16
13353,13577,797.32,2026-02-14
13397,9260,285.39,2026-02-15
13438,33546,106.0,2026-02-18
13476,17466,919.61,2026-02-16
13541,34919,536.79,2026-02-17
13588,49135,238.0,2026-02-18
13590,34583,72.21,2026-02-17
13604,556,215.19,2026-02-12
13678,4569,676.93,2026-02-15
13690,25179,751.37,2026-02-17
13912,32450,98.79,2026-02-16
14121,11345,391.34,2026-02-16
14175,2605,550.65,2026-02-18
14235,8311,225.82,2026-02-14
14296,20704,339.51,2026-02-14
14368,48506,785.5,2026-02-17
14371,30310,708.13,2026-02-14
14416,33231,671.16,2026-02-15
14475,47740,762.91,2026-02-15
14586,30060,642.33,2026-02-18
14598,14622,626.35,2026-02-14
14663,42338,706.66,2026-02-15
14670,7626,315.58,2026-02-12
14684,27945,237.35,2026-02-18
14710,22225,668.86,2026-02-13
14713,15063,19.56,2026-02-12
14757,2649,592.76,2026-02-14
14789,930,974.41,2026-02-18
14822,14005,82.14,2026-02-12
14861,4826,528.79,2026-02-17
15012,16908,254.19,2026-02-15
15054,30325,684.76,2026-02-17
15082,23549,536.13,2026-02-13
15089,25012,891.33,2026-02-15
15220,5549,883.38,2026-02-12
15263,28252,716.48,2026-02-18
15320,22778,192.76,2026-02-13
15504,9899,525.33,2026-02-17
15511,46579,894.69,2026-02-14
15531,35477,217.85,2026-02-17
15595,11187,312.15,2026-02-15
15625,33761,146.56,2026-02-12
15766,37194,630.76,2026-02-16
16091,47146,990.7,2026-02-18
16109,12456,33.02,2026-02-18
16194,44295,169.3,2026-02-12
16213,26991,299.26,2026-02-12
16214,17554,463.0,2026-02-14
16252,3175,790.09,2026-02-15
16363,20103,765.59,2026-02-12
16580,35851,375.7,2026-02-14
16594,21992,273.37,2026-02-13
16749,15132,398.82,2026-02-12
16769,32271,389.91,2026-02-14
16772,19751,260.34,2026-02-15
16817,26617,789.96,2026-02-14
16889,4787,222.88,2026-02-14
16922,17797,111.91,2026-02-14
17073,28993,665.2,2026-02-16
17100,40570,506.33,2026-02-12
17122,35891,959.85,2026-02-14
17141,15161,810.08,2026-02-14
17275,9918,288.46,2026-02-13
17439,8763,859.7,2026-02-12
17460,22618,97.89,2026-02-18
17560,14742,433.31,2026-02-18
17606,27919,495.58,2026-02-13
17618,14942,878.3,2026-02-12
17659,18706,486.22,2026-02-17
17708,1491,450.63,2026-02-16
17722,43725,606.09,2026-02-12
17729,31135,360.72,2026-02-16
17806,1038,503.02,2026-02-12
17812,14011,400.55,2026-02-18
17921,31359,597.54,2026-02-17
17927,25443,357.59,2026-02-17
18047,2924,159.39,2026-02-13
18148,13546,449.35,2026-02-13
18182,25432,378.95,2026-02-14
18308,48861,646.62,2026-02-15
18352,25121,940.6,2026-02-14
18364,33949,684.75,2026-02-17
18445,29472,880.94,2026-02-18
18616,23913,867.82,2026-02-18
18652,33344,974.37,2026-02-16
18692,3801,854.17,2026-02-14
18744,30504,139.77,2026-02-15
18748,9594,878.97,2026-02-14
18760,45070,698.53,2026-02-15
18870,49837,951.24,2026-02-14
18932,34812,948.87,2026-02-13
18953,27520,176.72,2026-02-13
18998,14983,646.32,2026-02-15
19035,41901,713.18,2026-02-15
19055,9381,356.07,2026-02-13
19257,18045,264.6,2026-02-16
19258,2415,380.59,2026-02-18
19311,11963,362.52,2026-02-17
19470,49486,882.15,2026-02-17
19527,14275,942.5,2026-02-12
19545,8911,328.63,2026-02-13
19570,26856,62.92,2026-02-15
19584,35225,550.85,2026-02-14
19680,43933,249.3,2026-02-14
19689,26975,269.16,2026-02-16
19706,26251,801.52,2026-02-14
19770,4458,55.99,2026-02-12
19884,47045,343.62,2026-02-15
19891,19106,812.63,2026-02-17
19892,21619,772.87,2026-02-12
19934,17001,844.77,2026-02-12
19943,12293,792.42,2026-02-14
19991,37674,109.11,2026-02-12
20030,18296,876.52,2026-02-12
20125,2690,997.69,2026-02-13
20286,3116,641.91,2026-02-15
20549,40216,173.15,2026-02-15
20645,34732,784.95,2026-02-16
20653,9252,790.77,2026-02-18
20678,17071,68.74,2026-02-17
20683,26593,50.51,2026-02-12
20723,38685,157.68,2026-02-12
20773,21088,203.57,2026-02-18
20852,27921,745.64,2026-02-13
20902,8054,493.25,2026-02-15
21116,38696,898.16,2026-02-12
21289,1165,162.47,2026-02-18
21332,45840,290.77,2026-02-12
21389,41242,201.75,2026-02-15
21414,17603,506.55,2026-02-14
21431,5456,801.98,2026-02-17
21464,4221,827.77,2026-02-12
21522,49792,134.45,2026-02-16
21541,33521,52.66,2026-02-12
21633,46986,913.72,2026-02-18
21732,34564,878.75,2026-02-13
21947,25504,745.68,2026-02-14
21971,19527,972.57,2026-02-13
22023,18705,659.5,2026-02-16
22065,41154,777.73,2026-02-17
22085,7206,144.22,2026-02-18
22088,32681,953.71,2026-02-14
22219,40889,251.83,2026-02-17
22256,33458,913.34,2026-02-18
22289,42892,72.45,2026-02-18
22292,14521,611.89,2026-02-14
22365,40248,424.67,2026-02-13
22430,14419,713.98,2026-02-14
22550,1074,676.72,2026-02-14
22587,31775,830.21,2026-02-15
22602,24523,158.14,2026-02-15
22605,24341,580.58,2026-02-13
22702,27539,713.21,2026-02-18
22762,17957,213.05,2026-02-17
22961,25488,640.45,2026-02-18
23020,27746,316.0,2026-02-12
23257,45018,926.16,2026-02-12
23300,44604,470.81,2026-02-16
23302,13609,630.72,2026-02-14
23307,32405,993.36,2026-02-17
23341,1611,333.95,2026-02-18
23347,45725,44.74,2026-02-15
23480,30863,566.75,2026-02-14
23509,24043,61.25,2026-02-14
23558,19633,679.38,2026-02-12
23562,11991,994.6,2026-02-12
23574,12029,174.1,2026-02-18
23741,46685,65.02,2026-02-13
23770,390,890.18,2026-02-15
23806,16265,825.51,2026-02-18
23961,11315,672.05,2026-02-15
23996,22066,340.33,2026-02-16
24008,25506,763.23,2026-02-14
24024,36226,512.3,2026-02-15
24046,15308,351.48,2026-02-15
24114,10294,390.83,2026-02-17
24173,22212,618.63,2026-02-17
24194,46730,244.11,2026-02-14
24199,15400,545.2,2026-02-13
24210,23229,836.52,2026-02-16
24257,8735,512.72,2026-02-13
24272,707,957.23,2026-02-15
24332,31185,623.24,2026-02-14
24387,776,310.75,2026-02-16
24393,2599,713.32,2026-02-12
24421,40381,775.43,2026-02-17
24461,37803,340.26,2026-02-17
24501,11038,134.67,2026-02-14
24506,13265,727.65,2026-02-13
24509,25398,136.63,2026-02-13
24770,9808,699.82,2026-02-13
24801,22639,636.73,2026-02-17
24839,2806,264.11,2026-02-15
24881,43581,82.08,2026-02-13
24951,42933,994.3,2026-02-16
24958,34173,745.18,2026-02-13
24965,38404,732.82,2026-02-14
24999,25076,443.89,2026-02-16
25020,397,229.52,2026-02-13
25136,35029,239.03,2026-02-18
25177,49956,711.72,2026-02-13
25182,28604,843.65,2026-02-17
25300,28771,315.07,2026-02-14
25339,26985,625.67,2026-02-13
25361,10352,429.39,2026-02-18
25398,43445,163.75,2026-02-14
25409,39793,224.27,2026-02-12
25421,16582,599.21,2026-02-14
25462,21421,877.51,2026-02-17
25464,36319,711.7,2026-02-14
25495,4101,345.41,2026-02-12
25573,5659,446.88,2026-02-14
25619,38467,585.29,2026-02-15
25651,21200,485.14,2026-02-18
25653,31202,948.37,2026-02-13
25666,1262,33.15,2026-02-16
25673,17702,191.74,2026-02-16
25773,22371,727.91,2026-02-16
25929,46131,617.12,2026-02-14
25954,7010,446.87,2026-02-13
26000,35315,235.13,2026-02-16
26001,15370,72.9,2026-02-14
26128,28625,263.91,2026-02-16
26132,32330,650.06,2026-02-18
26138,13809,659.47,2026-02-16
26199,15106,122.97,2026-02-17
26200,29152,839.59,2026-02-18
26230,1337,108.57,2026-02-15
26275,17660,772.74,2026-02-16
26314,19872,284.5,2026-02-14
26479,25694,619.5,2026-02-15
26514,36624,624.83,2026-02-18
26522,25335,94.83,2026-02-14
26525,27313,351.51,2026-02-16
26566,29994,705.96,2026-02-16
26595,39009,31.79,2026-02-17
26644,11419,358.74,2026-02-14
26754,20393,823.74,2026-02-15
26815,22926,363.25,2026-02-17
26824,44618,850.05,2026-02-15
26863,19577,347.86,2026-02-14
26870,3562,451.92,2026-02-15
26913,42957,173.37,2026-02-13
26957,10704,614.57,2026-02-14
27063,8579,570.26,2026-02-16
27100,44983,84.05,2026-02-13
27116,11486,136.07,2026-02-17
27203,31106,715.01,2026-02-15
27245,27438,365.26,2026-02-17
27320,18623,983.92,2026-02-15
27330,24270,880.5,2026-02-14
27364,44751,187.78,2026-02-18
27384,25663,783.06,2026-02-16
27390,11308,431.77,2026-02-15
27392,27629,305.48,2026-02-13
27524,39270,401.82,2026-02-15
27583,34451,300.31,2026-02-15
27659,30109,56.56,2026-02-18
27714,7560,577.74,2026-02-16
27760,45081,499.3,2026-02-18
27772,31604,556.62,2026-02-15
27910,6092,868.66,2026-02-15
27931,25209,652.6,2026-02-16
27966,2484,815.77,2026-02-14
28060,22676,492.99,2026-02-14
28090,9288,721.13,2026-02-14
28099,24727,543.36,2026-02-18
28134,30359,775.08,2026-02-12
28205,14263,761.14,2026-02-17
28242,36251,598.65,2026-02-15
28283,33960,298.55,2026-02-12
28303,35980,710.14,2026-02-16
28362,40156,322.45,2026-02-13
28383,44127,322.5,2026-02-12
28389,37029,958.76,2026-02-15
28444,37816,344.14,2026-02-14
28643,46205,776.86,2026-02-16
28734,15229,72.46,2026-02-16
28840,47252,378.24,2026-02-16
28863,21512,338.31,2026-02-14
28866,34466,556.76,2026-02-18
28966,26506,770.31,2026-02-16
29067,6221,185.5,2026-02-17
29069,21764,539.82,2026-02-16
29072,36391,19.67,2026-02-16
29211,13168,688.12,2026-02-14
29222,47612,340.49,2026-02-12
29334,8345,865.43,2026-02-18
29417,36092,58.43,2026-02-18
29429,44424,981.49,2026-02-16
29452,9000,175.49,2026-02-12
29565,1802,320.15,2026-02-15
29667,1471,742.21,2026-02-14
29707,8333,291.75,2026-02-16
29721,27963,124.28,2026-02-12
29740,7478,89.87,2026-02-17
29793,5855,64.77,2026-02-12
29817,3785,606.75,2026-02-15
29822,25394,230.17,2026-02-13
29892,48382,943.43,2026-02-13
29956,22474,606.34,2026-02-14
30019,20955,21.41,2026-02-16
30108,28322,756.09,2026-02-12
30361,5009,721.77,2026-02-14
30438,22057,74.82,2026-02-13
30535,10891,712.13,2026-02-17
30585,32107,129.49,2026-02-16
30640,4795,62.66,2026-02-14
30694,48714,331.54,2026-02-16
30744,11722,228.47,2026-02-14
30748,17093,11.72,2026-02-17
30844,6075,672.14,2026-02-13
30897,40295,533.57,2026-02-17
30919,38082,905.05,2026-02-14
30975,21567,574.86,2026-02-17
30980,19087,183.58,2026-02-15
31118,6492,541.77,2026-02-13
31194,13720,376.02,2026-02-17
31333,28838,98.1,2026-02-14
31347,9616,582.11,2026-02-13
31398,12840,416.31,2026-02-13
31518,5647,375.7,2026-02-14
31529,22070,608.31,2026-02-16
31539,43762,929.3,2026-02-17
31546,3294,433.71,2026-02-12
31587,28069,721.64,2026-02-18
31698,18550,553.21,2026-02-13
31710,18874,214.44,2026-02-18
31724,6987,42.97,2026-02-18
31738,10834,355.59,2026-02-14
31790,23242,431.01,2026-02-13
31836,10242,454.7,2026-02-17
31863,29079,189.49,2026-02-13
31872,18511,916.57,2026-02-18
31885,29200,165.89,2026-02-16
31914,24952,506.9,2026-02-13
31933,18062,792.51,2026-02-13
31941,28559,484.63,2026-02-15
31973,29734,915.67,2026-02-13
32018,38738,521.35,2026-02-13
32101,36007,706.54,2026-02-13
32134,14015,911.55,2026-02-16
32135,36013,615.68,2026-02-14
32215,45070,957.29,2026-02-17
32266,34249,21.43,2026-02-13
32288,16246,957.04,2026-02-15
32290,9718,151.97,2026-02-17
32375,38252,717.79,2026-02-18
32471,2946,177.55,2026-02-16
32500,30602,853.33,2026-02-17
32518,37552,932.13,2026-02-14
32535,21790,537.59,2026-02-16
32559,11042,929.6,2026-02-12
32752,12173,285.71,2026-02-12
32753,30411,416.8,2026-02-17
32771,42788,296.22,2026-02-13
32890,16125,555.36,2026-02-17
33019,14568,208.93,2026-02-17
33089,6133,922.53,2026-02-12
33233,35742,609.21,2026-02-18
33250,35198,247.49,2026-02-15
33405,2047,935.4,2026-02-15
33413,34921,504.01,2026-02-13
33422,42447,712.33,2026-02-17
33447,37669,532.58,2026-02-15
33496,3250,764.05,2026-02-12
33571,49435,384.37,2026-02-17
33769,35213,153.98,2026-02-12
33890,22542,363.4,2026-02-15
34026,27151,424.38,2026-02-18
34046,42110,361.57,2026-02-16
34064,1498,617.0,2026-02-16
34098,24174,162.18,2026-02-14
34101,39317,89.49,2026-02-15
34130,23947,869.21,2026-02-15
34148,44857,784.72,2026-02-15
34226,7283,172.39,2026-02-16
34229,49406,352.36,2026-02-18
34272,42931,979.56,2026-02-14
34301,45363,152.04,2026-02-18
34324,44868,808.93,2026-02-14
34352,4760,432.66,2026-02-13
34422,12891,914.88,2026-02-17
34517,786,163.63,2026-02-18
34592,27745,947.45,2026-02-12
34706,38333,732.46,2026-02-15
34728,7462,877.44,2026-02-16
34736,41286,860.44,2026-02-12
34815,8985,155.27,2026-02-15
34816,18172,583.62,2026-02-16
34838,25647,470.03,2026-02-15
34867,16155,978.7,2026-02-18
34889,29272,477.59,2026-02-13
34984,38866,723.84,2026-02-13
35015,18093,917.59,2026-02-13
35053,23842,726.92,2026-02-15
35094,2379,377.66,2026-02-13
35161,26383,585.08,2026-02-12
35218,35734,809.75,2026-02-15
35220,42708,56.98,2026-02-13
35251,44696,104.4,2026-02-16
35273,10702,108.51,2026-02-13
35325,35399,108.94,2026-02-18
35399,16118,97.32,2026-02-12
35452,2316,603.45,2026-02-17
35482,15961,49.96,2026-02-18
35570,25238,583.06,2026-02-15
35604,43219,169.35,2026-02-12
35638,10401,325.82,2026-02-17
35752,22249,590.67,2026-02-18
35785,16181,405.91,2026-02-13
35846,11774,989.35,2026-02-13
35974,35630,960.37,2026-02-18
35993,14294,508.85,2026-02-16
36116,48121,617.42,2026-02-16
36243,48348,138.79,2026-02-18
36330,36973,648.74,2026-02-16
36371,7239,312.97,2026-02-12
36393,44821,532.67,2026-02-14
36466,30450,807.64,2026-02-17
36489,45906,440.82,2026-02-13
36560,4018,785.86,2026-02-18
36608,38080,151.88,2026-02-14
36652,891,802.54,2026-02-15
36678,3105,176.07,2026-02-14
36696,15081,863.84,2026-02-18
36854,19023,509.15,2026-02-12
36892,18777,528.14,2026-02-17
36920,11037,454.66,2026-02-17
36948,4488,525.75,2026-02-16
37042,46489,972.6,2026-02-15
37061,7499,991.71,2026-02-15
37165,764,276.55,2026-02-14
37228,36463,534.9,2026-02-17
37241,42849,976.42,2026-02-15
37267,14402,430.74,2026-02-17
37333,47592,361.5,2026-02-17
37339,19334,333.02,2026-02-17
37378,48797,143.64,2026-02-14
37404,23450,404.97,2026-02-15
37428,36525,213.23,2026-02-14
37482,8717,284.22,2026-02-15
37612,20161,918.29,2026-02-13
37710,26782,201.02,2026-02-17
37715,37595,529.58,2026-02-14
37764,49944,798.14,2026-02-13
37767,35696,605.33,2026-02-17
37771,22315,428.01,2026-02-16
37822,20894,612.89,2026-02-12
37865,46019,900.67,2026-02-18
37988,22141,371.78,2026-02-16
38004,24612,373.85,2026-02-14
38132,11344,286.21,2026-02-16
38152,22659,28.19,2026-02-12
38185,47467,991.85,2026-02-12
38247,43467,834.85,2026-02-13
38274,43639,409.87,2026-02-12
38276,35881,264.37,2026-02-17
38299,5871,85.74,2026-02-13
38323,36783,896.57,2026-02-17
38363,7321,960.64,2026-02-13
38400,25713,443.37,2026-02-17
38422,2074,812.68,2026-02-16
38468,27532,823.62,2026-02-16
38510,11491,625.52,2026-02-15
38536,28780,642.34,2026-02-16
38566,8615,172.25,2026-02-18
38601,1296,46.54,2026-02-14
38628,35963,589.36,2026-02-14
38649,12036,693.18,2026-02-14
38678,2589,927.17,2026-02-13
38685,46127,44.98,2026-02-18
38702,8748,52.6,2026-02-14
38727,41660,498.09,2026-02-12
38777,39021,611.4,2026-02-13
38797,1782,807.49,2026-02-17
38817,12240,939.5,2026-02-13
38870,29071,356.3,2026-02-13
38909,18990,323.2,2026-02-18
38969,1975,644.81,2026-02-13
38995,30265,509.1,2026-02-14
39027,48539,711.93,2026-02-14
39031,29203,703.55,2026-02-17
39134,10640,289.43,2026-02-16
39323,47746,214.06,2026-02-18
39388,46220,716.91,2026-02-18
39424,43296,424.04,2026-02-14
39425,42241,345.09,2026-02-17
39461,1057,61.79,2026-02-17
39564,26484,868.04,2026-02-14
39665,38845,611.08,2026-02-14
39738,43445,944.09,2026-02-16
39781,19414,581.89,2026-02-14
39796,39720,199.22,2026-02-16
39870,48719,117.25,2026-02-18
39874,22055,816.2,2026-02-17
39883,19716,567.57,2026-02-14
40045,11799,427.52,2026-02-18
40076,6191,954.75,2026-02-17
40126,719,716.59,2026-02-18
40143,20732,11.86,2026-02-12
40307,32115,125.41,2026-02-13
40372,10877,987.84,2026-02-18
40386,8445,299.33,2026-02-16
40467,10722,944.8,2026-02-13
40475,23231,363.0,2026-02-18
40476,6102,480.44,2026-02-15
40478,21849,207.75,2026-02-13
40511,6944,452.41,2026-02-18
40581,2474,69.38,2026-02-15
40585,30477,650.61,2026-02-15
40667,47004,107.08,2026-02-17
40685,25285,966.65,2026-02-13
40717,9806,567.38,2026-02-15
40844,7803,94.5,2026-02-18
40857,35506,468.08,2026-02-16
40861,47054,511.35,2026-02-15
40883,49904,184.07,2026-02-17
40983,33833,947.72,2026-02-16
41077,12230,152.42,2026-02-18
41114,24096,794.31,2026-02-17
41178,6128,101.44,2026-02-16
41288,35799,762.84,2026-02-17
41313,17583,663.68,2026-02-12
41394,34723,880.04,2026-02-12
41484,18379,523.94,2026-02-18
41509,17703,136.78,2026-02-18
41539,1396,223.4,2026-02-13
41555,24537,575.56,2026-02-14
41639,2935,470.04,2026-02-16
41649,32413,727.37,2026-02-14
41706,37294,298.02,2026-02-13
41726,18284,277.24,2026-02-18
41729,14769,86.25,2026-02-18
41786,16877,764.58,2026-02-14
41833,31041,717.48,2026-02-12
41845,13045,902.17,2026-02-18
41907,13460,176.67,2026-02-12
41930,40154,443.65,2026-02-15
41931,9680,128.56,2026-02-12
41986,30167,497.29,2026-02-14
42087,21877,240.69,2026-02-17
42122,28182,506.97,2026-02-18
42195,1003,305.49,2026-02-13
42316,19306,559.34,2026-02-15
42332,31406,406.84,2026-02-17
42350,14372,901.64,2026-02-18
42461,24667,270.67,2026-02-17
42497,23475,753.69,2026-02-16
42582,48159,271.07,2026-02-13
42594,42909,789.32,2026-02-17
42747,40268,374.88,2026-02-12
42790,35223,952.44,2026-02-13
42798,9136,547.43,2026-02-16
42953,41356,674.69,2026-02-14
43024,48273,23.14,2026-02-16
43041,5605,524.82,2026-02-18
43158,19900,502.31,2026-02-17
43166,17373,634.69,2026-02-15
43170,21444,731.96,2026-02-18
43310,7859,804.2,2026-02-17
43435,1867,356.05,2026-02-14
43437,15473,433.69,2026-02-17
43513,38542,902.1,2026-02-14
43565,42059,759.61,2026-02-13
43787,24280,745.77,2026-02-13
43794,41525,996.46,2026-02-12
43816,48417,363.7,2026-02-16
